"idnum","p4b23","k5e2a","f1h2","f1e3","m1e4b","f1g7","m1a13","m1g2","m1g3","m1g4","f1f2","m1f5","f1c2f","m1a7","m1b18","m2g6c","f2k6","m2k14","m2d3a","m2g4c","m2g13","f2h8a2","f2h10","m2h8e","m2h8b","m2h19b","m2h19i","m2j16","f2h19","m4d3","m4i7b","p4b15","p4l3","p4l5","p4l11","p4l19","p4l22","p4l28","p4l32","p4l43","m4h1g","m4i0g","m4h4","m4i0p","f4i8a1","f4j24a","p4a22","f4a2","f4i0n1","p4b9","p4b21_1","p4c8","p4h1"
"2402",11,"2","1","3","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","1","1","2","2","2","0","1","4","1","0","4","0"
"2403",10,"0","2","3","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","201","2","2","2","1","2","2","2","2","2","1","2","1","1","0","0","0","0","2","1","0","3","1","1","2","2","2","1","2","1","1","0","4","2"
"2404",8,"1","1","4","1","1","1","5","5","3","2","2","1","1","1","1","1","2","2","3","2","2","2","2","2","2","1","2","2","1","2","1","2","1","2","1","0","0","0","1","4","1","1","2","2","2","0","2","3","1","0","3","0"
"2405",9,"0","2","1","1","2","1","5","5","4","1","2","1","1","1","1","1","2","1","201","2","2","2","1","2","2","2","2","1","1","2","0","2","0","1","0","0","0","0","0","2","2","1","2","2","2","0","1","2","1","0","4","0"
"2406",11,"1","1","3","1","1","1","5","5","4","2","1","2","1","1","1","1","2","1","202","1","1","2","1","2","2","1","1","1","1","2","0","2","0","2","0","0","0","0","0","1","2","1","2","2","2","0","1","2","1","1","4","2"
"2407",9,"2","1","3","1","2","1","5","5","4","2","1","1","1","1","1","1","2","1","1","1","2","2","1","2","2","2","1","2","1","2","0","2","0","2","1","0","0","0","1","1","1","1","2","2","2","0","1","1","1","0","4","0"
"2408",11,"1","1","1","1","1","1","5","5","3","2","1","1","1","1","1","2","2","1","205","1","2","2","2","2","2","2","2","1","1","2","1","2","1","1","0","0","0","1","1","2","1","1","2","2","2","0","3","2","1","1","4","0"
"2409",8,"0","1","4","1","1","1","3","5","3","1","2","2","1","1","1","2","2","1","4","1","2","2","1","2","2","2","2","2","1","1","1","2","0","1","0","0","0","0","0","1","1","1","1","2","2","1","4","2","1","0","3","0"
"2410",10,"1","2","1","1","1","1","5","5","4","2","2","1","2","2","1","2","2","1","5","1","2","2","1","2","2","2","2","1","1","2","1","2","1","2","0","0","0","0","1","1","1","1","2","2","2","0","4","1","1","0","4","0"
"2411",10,"2","1","2","1","2","1","5","5","4","2","1","1","1","1","1","2","2","1","6","1","2","2","1","2","2","2","2","2","1","2","0","2","0","2","0","0","0","0","2","1","1","1","2","2","2","0","4","2","1","0","4","3"
"2412",10,"0","2","4","1","2","1","4","5","4","1","1","1","1","2","1","2","2","1","203","5","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","1","0","0","1","1","1","1","1","2","2","0","1","1","1","0","4","0"
"2413",10,"3","1","1","1","1","1","5","5","3","1","1","1","1","1","1","2","2","1","3","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","1","0","1","1","1","2","2","2","1","1","2","1","0","4","0"
"2414",11,"3","1","3","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","4","1","2","2","1","2","2","2","2","2","1","2","1","0","0","0","1","0","2","0","1","2","2","1","2","2","2","0","4","2","1","0","4","0"
"2415",11,"3","1","3","1","2","1","5","5","2","2","4","1","2","2","1","2","2","1","5","2","2","2","1","1","2","1","1","1","1","2","1","2","2","2","0","0","0","0","1","2","1","2","1","2","2","1","4","1","0","1","4","0"
"2416",11,"0","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","1","1","3","1","1","1","2","2","0","4","2","1","0","3","0"
"2417",10,"0","1","4","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","1","2","0","0","1","1","1","1","2","2","2","0","1","1","1","0","4","0"
"2418",11,"1","1","1","1","2","1","5","5","4","1","2","1","1","2","1","2","2","1","2","1","2","2","1","2","2","2","1","2","1","2","1","2","1","2","0","0","0","0","0","1","1","1","1","2","2","0","1","2","1","0","4","0"
"2419",10,"3","1","3","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","1","2","1","2","2","1","2","1","2","1","2","0","0","0","0","0","1","2","1","1","2","1","1","1","4","1","1","4","1"
"2420",9,"0","2","2","2","1","1","4","5","4","2","2","1","1","1","2","2","1","2","202","5","1","2","1","2","2","2","2","1","2","2","1","2","0","2","1","1","0","0","1","2","1","2","2","2","2","1","1","4","0","0","4","2"
"2421",9,"1","1","1","1","2","1","5","5","4","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","2","1","2","1","2","1","1","0","1","0","0","0","0","0","2","1","1","1","2","2","1","1","3","1","0","3","0"
"2422",10,"2","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","5","2","2","1","2","2","1","2","2","1","1","1","2","0","1","0","0","0","0","0","2","2","1","2","2","2","0","2","2","1","0","4","0"
"2423",10,"0","1","1","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","5","1","2","2","1","2","2","2","1","2","2","2","0","2","0","2","1","0","0","0","0","1","1","1","2","2","2","0","4","1","0","0","4","0"
"2424",11,"1","2","1","1","1","1","5","5","4","2","2","1","2","1","1","2","2","1","6","1","1","2","1","2","2","2","2","1","1","2","0","2","1","2","0","0","0","1","2","4","2","1","1","2","2","0","1","2","1","0","4","0"
"2425",11,"1","1","2","1","2","1","5","5","4","2","2","1","1","1","1","2","1","1","201","1","2","2","1","2","2","1","2","1","1","2","0","2","2","2","0","1","0","0","1","1","2","1","1","2","2","1","2","1","0","0","4","2"
"2426",12,"2","1","1","2","2","1","5","5","4","1","3","1","2","1","2","2","1","1","6","3","2","2","1","2","2","2","2","2","1","2","1","2","1","2","0","2","0","2","2","1","2","1","1","2","2","1","1","4","1","1","4","2"
"2427",8,"0","2","1","1","1","1","5","5","4","2","1","1","1","1","2","1","2","2","204","2","2","2","1","2","2","2","1","2","2","2","1","2","0","1","0","2","0","2","2","2","2","2","2","2","2","0","1","1","0","0","3","0"
"2428",9,"1","1","1","1","1","1","5","5","4","2","1","1","1","1","2","2","2","1","4","3","2","2","1","2","2","2","2","2","1","2","1","1","2","2","0","0","0","1","1","1","2","1","2","2","2","1","1","1","1","1","4","0"
"2429",11,"0","1","3","1","1","1","5","5","4","2","2","2","1","1","1","2","2","1","2","1","2","2","2","1","2","2","2","2","1","2","1","2","0","1","0","0","0","2","2","1","1","1","1","2","2","0","1","2","1","1","4","0"
"2430",11,"0","2","2","1","1","1","5","5","4","2","1","1","1","1","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","0","2","0","0","0","0","0","1","1","2","2","2","2","0","2","1","1","1","3","0"
"2431",7,"2","1","1","1","1","1","4","4","3","2","3","1","1","1","1","2","2","1","6","1","2","2","1","2","2","1","1","1","1","2","1","2","0","2","0","0","1","0","1","1","2","1","1","2","2","1","1","1","1","0","4","0"
"2432",8,"0","1","2","1","1","1","5","4","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","1","2","2","1","2","1","1","1","2","0","2","1","0","0","0","1","1","2","1","2","2","2","0","3","1","1","1","4","0"
"2433",9,"2","1","3","1","2","1","5","5","4","1","2","1","1","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","2","0","1","3","1","0","4","2"
"2434",8,"0","1","1","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","5","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","2","1","2","2","2","0","2","2","1","1","4","0"
"2435",9,"0","1","3","1","1","1","5","5","3","1","2","2","1","1","1","2","2","1","6","1","1","2","1","2","2","1","2","2","1","2","0","1","0","1","0","0","0","0","0","2","2","1","2","2","2","1","1","1","0","1","4","0"
"2436",11,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","1","2","0","2","0","0","0","0","1","1","1","1","1","2","2","0","1","2","1","0","4","0"
"2437",8,"1","1","1","1","1","1","4","5","2","1","2","1","1","1","2","2","2","2","4","3","2","2","1","2","2","1","1","1","2","2","1","2","1","1","0","0","0","0","1","3","2","2","1","2","1","1","1","1","1","0","4","0"
"2438",9,"0","1","1","1","2","1","5","5","4","2","1","1","1","1","1","2","2","1","203","5","2","2","1","2","2","2","2","2","1","2","1","2","1","2","0","1","0","0","2","1","1","1","2","2","2","1","1","2","1","1","4","0"
"2439",10,"0","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","1","2","1","2","1","2","0","1","1","0","0","1","1","1","1","1","2","2","2","0","1","1","1","1","4","0"
"2440",8,"1","1","1","1","2","1","5","5","3","1","2","1","2","1","1","2","1","1","6","2","1","2","2","2","2","1","1","1","1","2","1","2","0","2","0","0","0","0","0","1","1","2","2","2","1","1","3","2","0","0","4","0"
"2441",7,"0","1","1","1","1","1","5","5","4","2","2","2","1","1","1","2","2","1","203","5","2","2","1","2","2","1","2","2","1","2","1","2","1","2","0","0","0","0","0","1","2","1","2","2","2","0","4","2","1","1","4","2"
"2442",8,"0","1","2","1","1","1","5","5","4","1","2","1","1","1","1","1","2","1","202","5","2","2","1","1","2","2","1","2","1","2","1","2","0","1","1","0","0","0","1","1","1","2","1","2","2","1","3","2","0","1","4","0"
"2443",8,"4","1","4","1","1","1","5","5","4","2","2","1","2","1","1","2","2","2","4","1","2","2","1","2","2","2","2","1","1","2","1","1","0","2","0","0","0","1","0","1","2","1","2","2","1","1","3","2","0","1","2","0"
"2444",9,"1","1","1","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","2","2","2","2","1","2","2","2","2","2","1","2","1","2","0","2","1","1","0","0","1","1","2","1","1","2","2","0","3","2","1","0","4","0"
"2445",9,"0","1","3","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","1","2","0","2","1","1","0","0","1","1","1","1","1","2","2","0","1","2","0","1","4","2"
"2446",11,"1","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","4","2","2","2","2","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","1","2","2","1","1","2","2","0","1","1","1","1","4","0"
"2447",8,"2","1","2","1","2","1","5","5","4","2","2","1","1","1","1","1","2","1","1","1","2","2","1","2","2","2","2","2","1","2","1","1","0","1","0","0","0","0","1","1","2","1","1","2","2","0","3","4","1","0","4","0"
"2448",9,"2","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","1","1","2","1","1","0","1","0","0","0","0","1","3","2","1","1","2","2","1","4","1","0","0","3","0"
"2449",9,"1","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","1","1","4","2","2","2","1","2","2","2","2","2","1","2","1","1","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","1","0","1","4","3"
"2450",9,"0","1","3","1","2","1","5","5","3","2","2","1","1","1","1","2","2","1","205","1","1","2","1","2","2","2","2","1","1","2","0","2","0","2","0","0","0","0","0","4","1","1","2","2","2","1","3","2","0","1","4","2"
"2451",11,"3","1","2","1","1","1","4","5","4","2","1","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","1","0","0","0","2","1","1","2","2","2","0","1","1","1","1","4","1"
"2452",10,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","204","3","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","1","2","1","0","1","2","1","2","2","2","1","1","3","1","0","3","0"
"2453",9,"0","1","3","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","4","2","1","2","1","2","2","1","1","1","1","2","1","2","0","2","0","0","0","1","1","1","2","1","2","2","2","1","3","2","0","0","4","0"
"2454",10,"4","1","2","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","202","1","2","2","1","2","2","1","2","2","1","2","1","1","0","2","1","1","0","1","0","1","1","1","2","2","2","0","1","2","0","1","3","0"
"2455",10,"0","1","2","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","1","1","2","1","1","0","2","0","1","0","0","0","2","2","1","2","2","2","1","4","2","1","0","4","3"
"2456",8,"0","1","3","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","6","1","1","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","2","0","2","1","1","1","1","2","2","0","1","1","1","0","4","2"
"2457",8,"3","1","4","1","1","1","5","5","4","1","4","1","1","1","1","2","2","1","3","5","2","2","1","1","2","2","2","2","1","1","1","2","0","2","0","0","0","1","0","1","2","1","1","2","2","0","2","2","0","0","2","1"
"2458",9,"4","1","3","1","1","1","5","5","3","2","1","1","1","1","2","2","2","1","4","1","1","2","1","2","2","1","1","2","1","1","0","1","0","2","0","0","0","1","2","3","2","1","2","1","2","1","1","1","0","0","2","0"
"2459",10,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","2","1","2","1","0","0","2","0","0","2","2","1","1","1","1","2","2","2","0","1","2","1","1","4","0"
"2460",11,"2","1","2","1","1","1","5","5","3","2","1","1","1","1","1","2","2","1","3","5","2","2","2","1","2","2","2","2","1","2","0","2","0","1","0","0","0","0","1","4","1","2","2","2","2","1","1","2","1","0","4","0"
"2461",10,"0","1","2","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","3","1","2","2","1","1","2","1","2","1","1","1","0","2","0","2","0","0","0","0","1","1","1","2","1","2","2","1","2","2","1","1","4","1"
"2462",9,"0","1","3","1","1","1","5","5","4","1","2","1","1","1","1","2","1","1","3","1","1","2","1","2","2","1","2","1","1","1","1","2","0","2","0","0","0","1","1","1","1","1","2","2","2","0","1","2","1","0","4","0"
"2463",10,"1","2","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","2","5","2","2","1","2","2","1","2","2","2","2","1","2","0","2","0","0","0","0","0","1","2","1","2","2","2","1","1","1","0","1","4","0"
"2464",10,"0","1","1","2","1","1","5","5","3","1","2","1","1","1","1","2","1","1","5","1","2","2","1","2","2","2","1","1","1","2","1","1","0","1","0","0","0","0","0","2","1","1","1","2","2","1","3","1","1","0","4","3"
"2465",9,"0","2","3","1","1","1","5","5","4","1","3","1","1","1","1","2","2","1","201","5","2","2","1","2","1","2","1","2","1","2","1","2","0","2","0","0","1","0","1","1","1","1","1","2","2","0","1","2","0","0","4","0"
"2466",11,"1","2","1","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","2","2","2","2","1","2","2","2","1","2","1","2","1","2","1","0","2","1","2","0","0","2","2","1","2","2","2","0","1","1","1","0","4","0"
"2467",11,"0","2","1","2","1","1","5","5","4","2","2","2","1","1","2","2","2","1","6","3","2","2","2","2","2","2","2","1","1","2","1","0","1","1","1","0","0","0","1","2","1","1","2","2","2","1","1","1","1","1","4","0"
"2468",11,"0","1","2","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","6","1","2","2","2","2","2","1","2","2","1","2","0","2","0","1","0","0","0","1","2","1","1","1","2","2","2","0","4","2","0","0","3","0"
"2469",11,"0","2","2","1","2","1","5","5","4","1","1","2","1","2","1","2","1","1","2","1","2","1","1","1","2","1","2","2","1","1","1","1","1","1","0","0","0","0","1","1","1","1","2","2","2","1","1","1","1","1","4","0"
"2470",7,"0","2","2","1","1","1","5","5","4","2","3","1","2","1","2","2","2","1","3","3","2","2","1","2","2","2","2","2","1","1","1","2","0","1","0","1","0","1","1","3","2","2","2","2","2","1","4","3","0","0","3","1"
"2471",11,"1","1","2","1","1","1","5","5","4","2","1","1","1","1","1","1","2","1","4","3","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","2","1","1","1","2","2","0","1","2","1","1","4","0"
"2472",7,"1","1","2","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","3","1","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","1","2","1","1","2","2","2","0","1","2","0","0","4","2"
"2473",9,"1","2","1","1","1","1","4","5","4","1","1","1","1","1","2","2","2","1","3","1","2","2","2","1","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","1","1","1","2","2","0","1","1","1","0","4","0"
"2474",9,"0","1","1","1","1","1","5","5","3","1","2","1","2","1","1","2","2","1","6","3","2","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","0","2","2","1","2","2","2","1","3","1","0","0","4","1"
"2475",9,"2","1","1","1","1","1","5","5","4","2","1","1","1","1","1","2","1","1","4","1","2","2","1","2","2","1","1","2","1","2","1","2","0","1","0","0","0","1","0","1","2","1","1","2","2","1","2","2","1","0","4","2"
"2476",7,"0","1","2","1","1","1","5","5","4","2","2","1","1","1","1","1","2","2","201","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","2","2","1","1","2","2","0","1","2","1","0","4","2"
"2477",8,"0","2","2","1","1","1","5","5","4","1","1","1","1","1","1","2","2","2","4","5","2","2","1","2","2","2","2","2","2","2","1","2","0","2","0","0","0","2","1","1","1","1","2","2","2","0","1","1","1","0","4","0"
"2478",10,"0","1","2","2","2","1","5","5","3","1","3","1","1","1","1","2","2","2","3","5","2","2","1","2","2","1","2","2","2","1","1","2","0","2","0","0","0","0","0","4","1","1","1","2","2","1","3","2","1","0","4","0"
"2479",11,"0","1","2","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","1","0","0","0","2","2","1","1","2","2","0","1","1","1","1","4","0"
"2480",9,"4","1","3","1","1","1","5","5","4","2","1","1","1","1","1","1","1","1","3","5","1","2","1","1","2","2","2","2","1","2","1","2","0","1","0","0","0","2","0","2","2","1","1","2","2","0","1","2","1","1","4","0"
"2481",11,"4","1","3","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","3","1","2","2","1","1","2","2","2","2","1","2","1","2","0","2","0","0","0","1","0","2","2","1","2","2","2","0","1","2","0","0","4","0"
"2482",8,"1","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","3","1","2","2","2","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","1","1","1","1","2","2","2","1","3","2","1","1","4","0"
"2483",9,"1","1","1","2","1","1","5","5","2","2","3","1","1","1","2","2","2","2","5","3","1","2","1","2","2","1","2","1","2","2","1","2","0","0","0","0","0","0","0","1","2","1","2","2","2","1","1","1","0","0","4","0"
"2484",9,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","2","2","2","1","2","2","2","2","2","1","2","1","2","0","0","0","0","0","0","1","1","2","1","2","2","2","0","4","2","1","0","4","0"
"2485",7,"1","1","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","1","1","2","1","2","0","0","1","0","0","0","0","1","2","1","2","2","2","0","1","1","1","0","4","2"
"2486",9,"0","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","2","2","2","1","2","2","2","2","2","1","1","1","2","0","1","0","0","0","1","1","4","2","1","2","2","2","1","1","2","1","0","4","0"
